horizon,quarter,ffr_hat,standard_error,ci_lower,ci_upper,model
12,1972 Q2,9.582311557327836,1.0107334865821809,7.587749411490243,11.576873703165429,Long
12,1972 Q3,9.22788522602814,1.2704034473184067,6.720895342343457,11.734875109712824,Long
12,1972 Q4,8.384059336253923,1.1760241434595349,6.06331576707888,10.704802905428966,Long
12,1973 Q1,7.9905101890907755,1.0436320843006062,5.931026579255587,10.049993798925964,Long
12,1973 Q2,8.102890165942252,1.0547672227555227,6.021432686688786,10.184347645195718,Long
12,1973 Q3,8.256236702640242,1.8487987776852703,4.607852527983708,11.904620877296779,Long
12,1973 Q4,6.694666681962115,0.5042766032665303,5.699536870533627,7.6897964933906024,Long
12,1974 Q1,6.8152286022205235,0.7685113559581341,5.2986629797400004,8.331794224701046,Long
12,1974 Q2,7.129636577891056,0.7893409635609336,5.571966205851198,8.687306949930914,Long
12,1974 Q3,8.354086055957799,1.464778131998829,5.463520884307067,11.24465122760853,Long
12,1974 Q4,7.34537419177312,1.268632560989421,4.841878941325849,9.84886944222039,Long
12,1975 Q1,6.825405321412781,1.640335079076231,3.588399425547526,10.062411217278035,Long
12,1975 Q2,8.385979602239354,1.19084088337806,6.035996961678494,10.735962242800214,Long
12,1975 Q3,10.903336120862079,1.6782956637264814,7.591419532729882,14.215252708994278,Long
12,1975 Q4,11.220877956172496,1.3935312286388482,8.470910061980634,13.970845850364357,Long
12,1976 Q1,11.733287386038088,0.8742344663083756,10.00808979811446,13.458484973961715,Long
12,1976 Q2,12.236093754593831,2.12252540107484,8.04754269265332,16.424644816534343,Long
12,1976 Q3,12.34733116367592,1.4878767606726182,9.411183599648647,15.283478727703194,Long
12,1976 Q4,9.899354750456455,1.7539609083167913,6.438121814722367,13.360587686190545,Long
12,1977 Q1,10.078131402640228,1.7787362967040306,6.568007188956386,13.58825561632407,Long
12,1977 Q2,10.30747198358832,1.0699107580204636,8.196130541257954,12.418813425918685,Long
12,1977 Q3,10.574326252956709,0.9555289826415134,8.688703620157447,12.45994888575597,Long
12,1977 Q4,10.588487609566775,1.7591155858134793,7.11708253177409,14.05989268735946,Long
12,1978 Q1,10.101674213900946,1.3531295734610134,7.431434173902764,12.771914253899128,Long
12,1978 Q2,11.742817855266642,1.7459007082685871,8.29749076426556,15.188144946267725,Long
12,1978 Q3,11.744811264986009,1.3434347820103358,9.09370274115506,14.395919788816958,Long
12,1978 Q4,11.72345104887772,1.3673138455582956,9.025220037404784,14.421682060350657,Long
12,1979 Q1,10.308427116770272,1.090787173890898,8.155888554339793,12.46096567920075,Long
12,1979 Q2,11.080523008852142,1.4964402519429452,8.12747641481275,14.033569602891532,Long
12,1979 Q3,10.582173131286293,1.0343781954921456,8.540950968770478,12.623395293802112,Long
12,1979 Q4,10.487572343778314,1.1993919432929587,8.120715205004558,12.85442948255207,Long
12,1980 Q1,11.238673276026574,1.5641818424103218,8.15194672199896,14.325399830054188,Long
12,1980 Q2,10.331019564271394,0.9213411175157598,8.51286261113158,12.149176517411208,Long
12,1980 Q3,12.794575624445127,1.070276272002627,10.682512883807862,14.906638365082392,Long
12,1980 Q4,14.838686738251596,1.5132734375950203,11.852421857353004,17.824951619150188,Long
12,1981 Q1,13.17224204674546,0.980616776096021,11.23711164180721,15.107372451683705,Long
12,1981 Q2,13.958984167413666,1.7925651943780585,10.421570271350202,17.49639806347713,Long
12,1981 Q3,11.764027829824869,1.2579253714034049,9.281661942676713,14.246393716973024,Long
12,1981 Q4,10.394051969367794,1.2361936347987212,7.954571075910296,12.833532862825292,Long
12,1982 Q1,9.015775603549196,1.258903687344584,6.531479126419752,11.500072080678638,Long
12,1982 Q2,7.272434445284821,1.3057198551043994,4.695751837423063,9.849117053146578,Long
12,1982 Q3,6.845863602055196,1.388008753888604,4.10679365399296,9.584933550117434,Long
12,1982 Q4,5.544876512133227,1.5246886378898346,2.536085093133893,8.553667931132562,Long
12,1983 Q1,5.178294457717003,2.0163845464957215,1.1991997296971637,9.157389185736843,Long
12,1983 Q2,5.799887406934809,2.0600427191236403,1.7346384754220692,9.865136338447549,Long
12,1983 Q3,6.03598000800598,1.6278128333681121,2.8236852725028405,9.248274743509121,Long
12,1983 Q4,6.04832282678594,1.7446530649052758,2.605457811353742,9.491187842218139,Long
12,1984 Q1,6.06959537003314,1.7599583372780754,2.596527222606425,9.542663517459856,Long
12,1984 Q2,6.378176197486871,1.5944148178760011,3.2317884674713206,9.524563927502422,Long
12,1984 Q3,6.698620528901564,1.2546660441321964,4.2226865358999355,9.174554521903193,Long
12,1984 Q4,6.163169546201133,0.9307711271639316,4.3264035922427855,7.999935500159481,Long
12,1985 Q1,6.036770528504468,1.0662057416154795,3.9327404947394577,8.14080056226948,Long
12,1985 Q2,6.040612678197952,1.024684532634628,4.018519804705196,8.062705551690708,Long
12,1985 Q3,6.070272115253058,1.2834118526728555,3.5376116930514088,8.602932537454707,Long
12,1985 Q4,5.375505859748149,0.8640077026267632,3.670489571825521,7.080522147670777,Long
12,1986 Q1,4.281249872921922,0.9750615435532752,2.357082057714974,6.20541768812887,Long
12,1986 Q2,4.279898065578319,0.8057703239075978,2.689806307819272,5.869989823337367,Long
12,1986 Q3,4.492123792829806,0.7034332610910589,3.103982039023137,5.880265546636474,Long
12,1986 Q4,4.913998632075893,0.8237015520399356,3.288521731412282,6.539475532739505,Long
12,1987 Q1,4.208963976892949,0.7378382893445465,2.7529279978608656,5.664999955925033,Long
12,1987 Q2,3.7447095826217325,0.963660849896015,1.8430396783942218,5.646379486849243,Long
12,1987 Q3,3.7976737729722405,0.8950421312895247,2.031414736639487,5.563932809304994,Long
12,1987 Q4,4.222120173791836,1.1268275674214605,1.9984601875523675,6.4457801600313065,Long
12,1988 Q1,4.4546903257113755,1.1310474877352583,2.2227028293734588,6.686677822049292,Long
12,1988 Q2,5.497141800655394,0.7646917063818711,3.988113801649622,7.006169799661166,Long
12,1988 Q3,6.093123423615836,0.6814672606202629,4.74832895533609,7.437917891895582,Long
12,1988 Q4,6.797654067085611,0.5609235329930832,5.6907382871397765,7.904569847031446,Long
12,1989 Q1,6.491142826725762,0.7927568919727646,4.926731526841345,8.055554126610177,Long
12,1989 Q2,5.205352752375984,0.7933181589855884,3.6398338588950887,6.7708716458568805,Long
12,1989 Q3,5.359509544508518,0.8101394938647536,3.7607957502571985,6.958223338759838,Long
12,1989 Q4,4.847328427211438,0.8791320079222715,3.112466124266076,6.5821907301568,Long
12,1990 Q1,5.840221197815279,1.285937750281257,3.3025762175467794,8.37786617808378,Long
12,1990 Q2,6.599450069636982,1.171367957694145,4.287894928464892,8.911005210809073,Long
12,1990 Q3,6.393178848357708,1.010478796354898,4.399119303347136,8.38723839336828,Long
12,1990 Q4,5.9259956087499095,0.7524331341945214,4.4411584418195496,7.410832775680268,Long
12,1991 Q1,4.883859792219891,0.615987337927642,3.6682821519654176,6.099437432474365,Long
